高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
java初级工程师,北京华育网科技发展有限公司广州办事处,6000-8000,广州-天河区,刚刚
JAVA软件工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级Java程序员,湖南指环掌柜信息科技有限公司,8001-10000,长沙-岳麓区,刚刚
java软件开发/软件测试实习工程师,西安国研软件科技有限公司,4000-8000,西安,刚刚
高级JAVA软件工程师,上海津腾软件科技有限公司,10001-15000,上海,刚刚
Java高级软件工程师,北京数梦田园科技有限责任公司,8000-15000,长沙,刚刚
Java软件工程师,北京数梦田园科技有限责任公司,5000-10000,长沙,刚刚
java开发设计师助理【实习生/零基础】五险+食宿,郑州明阳计算机科技有限公司,4001-6000,郑州,刚刚
资深JAVA工程师/架构师-后市场(J170526058),北京嘀嘀无限科技发展有限公司,25000-35000,北京,刚刚
JAVA开发工程师,北京托普云数据技术有限公司,6000-10000,北京-东城区,刚刚
Java开发工程师,北京乐可威信息技术有限公司,12000-18000,北京-石景山区,刚刚
JAVA高级工程师,上海要客投资管理有限公司,13000-25000,上海,刚刚
初级java开发工程师/ 实习/应届毕业生（双休、住宿）,河南云和数据信息技术有限公司深圳分公司,4001-6000,深圳,刚刚
java开发实习生(免费提供住宿),云软互联(北京)科技有限公司,6000-10000,北京-朝阳区,刚刚
JAVA软件工程师/游戏测试/6K起薪/可接受实习生,成都天时利教育科技有限公司,6001-8000,成都,刚刚
JAVA软件开发工程师(实习生 岗位 校园招聘）,北京合力君软件科技有限公司杭州分公司,6001-8000,杭州,刚刚
java实习生定岗+包住,云汇高科（北京）科技有限公司,6001-8000,北京-宣武区,刚刚
软件开发实习生（JAVA方向）包住,云汇高科（北京）科技有限公司,6001-8000,北京-平谷区,刚刚
Java软件开发/软件工程师/五险一金/接受实习生,成都天时利教育科技有限公司,4001-6000,成都,刚刚
Java软件工程师,郑州立信软件科技有限公司,6001-8000,郑州-管城区,刚刚
高薪急聘Java软件开发实习生五险一金包住宿,北京华为云端科技有限公司,6001-8000,上海,刚刚
Java工程师,上海熙济生物科技有限公司,10000-20000,上海-静安区,刚刚
软件开发工程师（JAVA、IOS、android等）,北京恒大创新技术有限公司,6001-8000,杭州,刚刚
高薪IT软件Java实习提供食宿,云全栈(北京)软件技术有限公司,8001-10000,北京-大兴区,刚刚
java 培训讲师,东方瑞通（北京）咨询服务有限公司,20001-30000,北京,刚刚
JAVA高级工程师,北京宏天信业信息技术股份有限公司,20000-30000,北京-石景山区,刚刚
java开发工程师,浙江东宇物流有限公司,6001-8000,金华-义乌市,刚刚
java 高级开发人员,成都高阳信息技术有限公司,10001-15000,成都-高新区,刚刚
高级Java软件工程师,上海津腾软件科技有限公司,10001-15000,北京,刚刚
Java软件开发实习生（应届生可培养,深圳市起航创势科技有限公司,5999-8001,深圳,刚刚
高级JAVA软件工程师,北京国科恒通科技股份有限公司,20001-30000,北京-海淀区,刚刚
Java+web研发高级工程师,湖南友道信息技术有限公司,8000-12000,长沙-开福区,刚刚
JAVA软件工程师,福州图创信息技术有限公司,4001-6000,福州,刚刚
高级java开发工程师,深圳市博雅成信金融服务有限公司,15000-25000,成都-高新区,刚刚
高级JAVA开发工程师,北京陆融通达科技有限责任公司,15000-25000,北京,刚刚
JAVA开发工程师,智联招聘,面议,北京,刚刚
资深JAVA工程师,普元信息技术股份有限公司,15001-20000,北京-丰台区,刚刚
JAVA 开发员/Java Developer,慕软信息系统(上海)有限公司,6000-10000,沈阳,置顶
Java高级工程师,河南乐醒网络科技有限公司,20001-30000,郑州,置顶
JAVA开发,常州摩本智能科技有限公司,7000-10000,常州,置顶
赴日IT软件开发,网站开发,JAVA/PHP程序员,系统开发,青岛城阳知行出国人员培训学校,10001-15000,沈阳,刚刚
Java方向 软件开发 软件测试实习生,天津东软睿道教育信息技术有限公司,4500-6000,天津,刚刚
Java+大数据开发工程师,天津东软睿道教育信息技术有限公司,5000-8000,天津,刚刚
Java软件开发工程师,广州中卓信息技术有限公司,4001-6000,广州,刚刚
【东软】Java软件开发人才储备,大连东软睿道教育信息服务有限公司,6001-8000,大连,刚刚
IT学徒（JAVA、web前端、PHP、测试，可零基础培养）,南京东软睿道信息技术有限公司,4001-6000,南京,刚刚
【东软集团】java,大数据，Android，H5,C方向实训生,大连东软软件人才培训中心,4001-6000,大连,刚刚
java中级软件开发工程师,北京中科领航科技有限公司,8000-15000,苏州,刚刚
Java教师 Java讲师,西安软件服务外包学院,10001-15000,西安-高新技术产业开发区,刚刚
Java高级项目经理,江苏物合智联科技有限公司,10001-15000,淮安,刚刚
初级JAVA开发工程师,福建顶点软件股份有限公司,6000-10000,福州,刚刚
零基础Java实习生（初级基础岗）,沈阳尚软科技有限公司,4001-6000,沈阳,刚刚
急聘java零基础开发实习生（企业直招）,博创华宇(北京)科技有限公司郑州分公司,4500-8000,郑州,刚刚
高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
java初级工程师,北京华育网科技发展有限公司广州办事处,6000-8000,广州-天河区,刚刚
JAVA软件工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级Java程序员,湖南指环掌柜信息科技有限公司,8001-10000,长沙-岳麓区,刚刚
java软件开发/软件测试实习工程师,西安国研软件科技有限公司,4000-8000,西安,刚刚
高级JAVA软件工程师,上海津腾软件科技有限公司,10001-15000,上海,刚刚
Java高级软件工程师,北京数梦田园科技有限责任公司,8000-15000,长沙,刚刚
Java软件工程师,北京数梦田园科技有限责任公司,5000-10000,长沙,刚刚
java开发设计师助理【实习生/零基础】五险+食宿,郑州明阳计算机科技有限公司,4001-6000,郑州,刚刚
资深JAVA工程师/架构师-后市场(J170526058),北京嘀嘀无限科技发展有限公司,25000-35000,北京,刚刚
JAVA开发工程师,北京托普云数据技术有限公司,6000-10000,北京-东城区,刚刚
JAVA高级工程师,上海要客投资管理有限公司,13000-25000,上海,刚刚
Java开发工程师,北京乐可威信息技术有限公司,12000-18000,北京-石景山区,刚刚
初级java开发工程师/ 实习/应届毕业生（双休、住宿）,河南云和数据信息技术有限公司深圳分公司,4001-6000,深圳,刚刚
java开发实习生(免费提供住宿),云软互联(北京)科技有限公司,6000-10000,北京-朝阳区,刚刚
JAVA软件工程师/游戏测试/6K起薪/可接受实习生,成都天时利教育科技有限公司,6001-8000,成都,刚刚
JAVA软件开发工程师(实习生 岗位 校园招聘）,北京合力君软件科技有限公司杭州分公司,6001-8000,杭州,刚刚
java实习生定岗+包住,云汇高科（北京）科技有限公司,6001-8000,北京-宣武区,刚刚
软件开发实习生（JAVA方向）包住,云汇高科（北京）科技有限公司,6001-8000,北京-平谷区,刚刚
Java软件开发/软件工程师/五险一金/接受实习生,成都天时利教育科技有限公司,4001-6000,成都,刚刚
Java软件工程师,郑州立信软件科技有限公司,6001-8000,郑州-管城区,刚刚
高薪急聘Java软件开发实习生五险一金包住宿,北京华为云端科技有限公司,6001-8000,上海,刚刚
Java工程师,上海熙济生物科技有限公司,10000-20000,上海-静安区,刚刚
软件开发工程师（JAVA、IOS、android等）,北京恒大创新技术有限公司,6001-8000,杭州,刚刚
高薪IT软件Java实习提供食宿,云全栈(北京)软件技术有限公司,8001-10000,北京-大兴区,刚刚
java 培训讲师,东方瑞通（北京）咨询服务有限公司,20001-30000,北京,刚刚
JAVA高级工程师,北京宏天信业信息技术股份有限公司,20000-30000,北京-石景山区,刚刚
java开发工程师,浙江东宇物流有限公司,6001-8000,金华-义乌市,刚刚
java 高级开发人员,成都高阳信息技术有限公司,10001-15000,成都-高新区,刚刚
高级Java软件工程师,上海津腾软件科技有限公司,10001-15000,北京,刚刚
Java软件开发实习生（应届生可培养,深圳市起航创势科技有限公司,5999-8001,深圳,刚刚
高级JAVA开发工程师,北京陆融通达科技有限责任公司,15000-25000,北京,刚刚
JAVA开发工程师,智联招聘,面议,北京,刚刚
高级JAVA软件工程师,北京国科恒通科技股份有限公司,20001-30000,北京-海淀区,刚刚
Java+web研发高级工程师,湖南友道信息技术有限公司,8000-12000,长沙-开福区,刚刚
JAVA软件工程师,福州图创信息技术有限公司,4001-6000,福州,刚刚
高级java开发工程师,深圳市博雅成信金融服务有限公司,15000-25000,成都-高新区,刚刚
资深JAVA工程师,普元信息技术股份有限公司,15001-20000,北京-丰台区,刚刚
JAVA 开发员/Java Developer,慕软信息系统(上海)有限公司,6000-10000,沈阳,置顶
Java高级工程师,河南乐醒网络科技有限公司,20001-30000,郑州,置顶
JAVA开发,常州摩本智能科技有限公司,7000-10000,常州,置顶
赴日IT软件开发,网站开发,JAVA/PHP程序员,系统开发,青岛城阳知行出国人员培训学校,10001-15000,沈阳,刚刚
Java方向 软件开发 软件测试实习生,天津东软睿道教育信息技术有限公司,4500-6000,天津,刚刚
Java+大数据开发工程师,天津东软睿道教育信息技术有限公司,5000-8000,天津,刚刚
Java软件开发工程师,广州中卓信息技术有限公司,4001-6000,广州,刚刚
【东软】Java软件开发人才储备,大连东软睿道教育信息服务有限公司,6001-8000,大连,刚刚
IT学徒（JAVA、web前端、PHP、测试，可零基础培养）,南京东软睿道信息技术有限公司,4001-6000,南京,刚刚
初级JAVA开发工程师,福建顶点软件股份有限公司,6000-10000,福州,刚刚
【东软集团】java,大数据，Android，H5,C方向实训生,大连东软软件人才培训中心,4001-6000,大连,刚刚
java中级软件开发工程师,北京中科领航科技有限公司,8000-15000,苏州,刚刚
Java教师 Java讲师,西安软件服务外包学院,10001-15000,西安-高新技术产业开发区,刚刚
Java高级项目经理,江苏物合智联科技有限公司,10001-15000,淮安,刚刚
零基础Java实习生（初级基础岗）,沈阳尚软科技有限公司,4001-6000,沈阳,刚刚
急聘java零基础开发实习生（企业直招）,博创华宇(北京)科技有限公司郑州分公司,4500-8000,郑州,刚刚
高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
java初级工程师,北京华育网科技发展有限公司广州办事处,6000-8000,广州-天河区,刚刚
JAVA软件工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级Java程序员,湖南指环掌柜信息科技有限公司,8001-10000,长沙-岳麓区,刚刚
java软件开发/软件测试实习工程师,西安国研软件科技有限公司,4000-8000,西安,刚刚
高级JAVA软件工程师,上海津腾软件科技有限公司,10001-15000,上海,刚刚
Java高级软件工程师,北京数梦田园科技有限责任公司,8000-15000,长沙,刚刚
Java软件工程师,北京数梦田园科技有限责任公司,5000-10000,长沙,刚刚
java开发设计师助理【实习生/零基础】五险+食宿,郑州明阳计算机科技有限公司,4001-6000,郑州,刚刚
资深JAVA工程师/架构师-后市场(J170526058),北京嘀嘀无限科技发展有限公司,25000-35000,北京,刚刚
JAVA开发工程师,北京托普云数据技术有限公司,6000-10000,北京-东城区,刚刚
Java开发工程师,北京乐可威信息技术有限公司,12000-18000,北京-石景山区,刚刚
JAVA高级工程师,上海要客投资管理有限公司,13000-25000,上海,刚刚
初级java开发工程师/ 实习/应届毕业生（双休、住宿）,河南云和数据信息技术有限公司深圳分公司,4001-6000,深圳,刚刚
java开发实习生(免费提供住宿),云软互联(北京)科技有限公司,6000-10000,北京-朝阳区,刚刚
JAVA软件工程师/游戏测试/6K起薪/可接受实习生,成都天时利教育科技有限公司,6001-8000,成都,刚刚
JAVA软件开发工程师(实习生 岗位 校园招聘）,北京合力君软件科技有限公司杭州分公司,6001-8000,杭州,刚刚
java实习生定岗+包住,云汇高科（北京）科技有限公司,6001-8000,北京-宣武区,刚刚
软件开发实习生（JAVA方向）包住,云汇高科（北京）科技有限公司,6001-8000,北京-平谷区,刚刚
Java软件开发/软件工程师/五险一金/接受实习生,成都天时利教育科技有限公司,4001-6000,成都,刚刚
Java软件工程师,郑州立信软件科技有限公司,6001-8000,郑州-管城区,刚刚
高薪急聘Java软件开发实习生五险一金包住宿,北京华为云端科技有限公司,6001-8000,上海,刚刚
Java工程师,上海熙济生物科技有限公司,10000-20000,上海-静安区,刚刚
软件开发工程师（JAVA、IOS、android等）,北京恒大创新技术有限公司,6001-8000,杭州,刚刚
高薪IT软件Java实习提供食宿,云全栈(北京)软件技术有限公司,8001-10000,北京-大兴区,刚刚
java 培训讲师,东方瑞通（北京）咨询服务有限公司,20001-30000,北京,刚刚
JAVA高级工程师,北京宏天信业信息技术股份有限公司,20000-30000,北京-石景山区,刚刚
java开发工程师,浙江东宇物流有限公司,6001-8000,金华-义乌市,刚刚
java 高级开发人员,成都高阳信息技术有限公司,10001-15000,成都-高新区,刚刚
高级Java软件工程师,上海津腾软件科技有限公司,10001-15000,北京,刚刚
Java软件开发实习生（应届生可培养,深圳市起航创势科技有限公司,5999-8001,深圳,刚刚
高级JAVA软件工程师,北京国科恒通科技股份有限公司,20001-30000,北京-海淀区,刚刚
Java+web研发高级工程师,湖南友道信息技术有限公司,8000-12000,长沙-开福区,刚刚
JAVA软件工程师,福州图创信息技术有限公司,4001-6000,福州,刚刚
高级java开发工程师,深圳市博雅成信金融服务有限公司,15000-25000,成都-高新区,刚刚
高级JAVA开发工程师,北京陆融通达科技有限责任公司,15000-25000,北京,刚刚
JAVA开发工程师,智联招聘,面议,北京,刚刚
资深JAVA工程师,普元信息技术股份有限公司,15001-20000,北京-丰台区,刚刚
JAVA 开发员/Java Developer,慕软信息系统(上海)有限公司,6000-10000,沈阳,置顶
Java高级工程师,河南乐醒网络科技有限公司,20001-30000,郑州,置顶
JAVA开发,常州摩本智能科技有限公司,7000-10000,常州,置顶
赴日IT软件开发,网站开发,JAVA/PHP程序员,系统开发,青岛城阳知行出国人员培训学校,10001-15000,沈阳,刚刚
Java方向 软件开发 软件测试实习生,天津东软睿道教育信息技术有限公司,4500-6000,天津,刚刚
Java+大数据开发工程师,天津东软睿道教育信息技术有限公司,5000-8000,天津,刚刚
Java软件开发工程师,广州中卓信息技术有限公司,4001-6000,广州,刚刚
【东软】Java软件开发人才储备,大连东软睿道教育信息服务有限公司,6001-8000,大连,刚刚
IT学徒（JAVA、web前端、PHP、测试，可零基础培养）,南京东软睿道信息技术有限公司,4001-6000,南京,刚刚
初级JAVA开发工程师,福建顶点软件股份有限公司,6000-10000,福州,刚刚
【东软集团】java,大数据，Android，H5,C方向实训生,大连东软软件人才培训中心,4001-6000,大连,刚刚
java中级软件开发工程师,北京中科领航科技有限公司,8000-15000,苏州,刚刚
Java教师 Java讲师,西安软件服务外包学院,10001-15000,西安-高新技术产业开发区,刚刚
Java高级项目经理,江苏物合智联科技有限公司,10001-15000,淮安,刚刚
零基础Java实习生（初级基础岗）,沈阳尚软科技有限公司,4001-6000,沈阳,刚刚
急聘java零基础开发实习生（企业直招）,博创华宇(北京)科技有限公司郑州分公司,4500-8000,郑州,刚刚
高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
java初级工程师,北京华育网科技发展有限公司广州办事处,6000-8000,广州-天河区,刚刚
JAVA软件工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级Java程序员,湖南指环掌柜信息科技有限公司,8001-10000,长沙-岳麓区,刚刚
java软件开发/软件测试实习工程师,西安国研软件科技有限公司,4000-8000,西安,刚刚
高级JAVA软件工程师,上海津腾软件科技有限公司,10001-15000,上海,刚刚
Java高级软件工程师,北京数梦田园科技有限责任公司,8000-15000,长沙,刚刚
Java软件工程师,北京数梦田园科技有限责任公司,5000-10000,长沙,刚刚
java开发设计师助理【实习生/零基础】五险+食宿,郑州明阳计算机科技有限公司,4001-6000,郑州,刚刚
资深JAVA工程师/架构师-后市场(J170526058),北京嘀嘀无限科技发展有限公司,25000-35000,北京,刚刚
JAVA开发工程师,北京托普云数据技术有限公司,6000-10000,北京-东城区,刚刚
Java开发工程师,北京乐可威信息技术有限公司,12000-18000,北京-石景山区,刚刚
JAVA高级工程师,上海要客投资管理有限公司,13000-25000,上海,刚刚
初级java开发工程师/ 实习/应届毕业生（双休、住宿）,河南云和数据信息技术有限公司深圳分公司,4001-6000,深圳,刚刚
java开发实习生(免费提供住宿),云软互联(北京)科技有限公司,6000-10000,北京-朝阳区,刚刚
JAVA软件工程师/游戏测试/6K起薪/可接受实习生,成都天时利教育科技有限公司,6001-8000,成都,刚刚
JAVA软件开发工程师(实习生 岗位 校园招聘）,北京合力君软件科技有限公司杭州分公司,6001-8000,杭州,刚刚
java实习生定岗+包住,云汇高科（北京）科技有限公司,6001-8000,北京-宣武区,刚刚
软件开发实习生（JAVA方向）包住,云汇高科（北京）科技有限公司,6001-8000,北京-平谷区,刚刚
Java软件开发/软件工程师/五险一金/接受实习生,成都天时利教育科技有限公司,4001-6000,成都,刚刚
Java软件工程师,郑州立信软件科技有限公司,6001-8000,郑州-管城区,刚刚
高薪急聘Java软件开发实习生五险一金包住宿,北京华为云端科技有限公司,6001-8000,上海,刚刚
Java工程师,上海熙济生物科技有限公司,10000-20000,上海-静安区,刚刚
软件开发工程师（JAVA、IOS、android等）,北京恒大创新技术有限公司,6001-8000,杭州,刚刚
高薪IT软件Java实习提供食宿,云全栈(北京)软件技术有限公司,8001-10000,北京-大兴区,刚刚
java 培训讲师,东方瑞通（北京）咨询服务有限公司,20001-30000,北京,刚刚
JAVA高级工程师,北京宏天信业信息技术股份有限公司,20000-30000,北京-石景山区,刚刚
java开发工程师,浙江东宇物流有限公司,6001-8000,金华-义乌市,刚刚
java 高级开发人员,成都高阳信息技术有限公司,10001-15000,成都-高新区,刚刚
高级Java软件工程师,上海津腾软件科技有限公司,10001-15000,北京,刚刚
Java软件开发实习生（应届生可培养,深圳市起航创势科技有限公司,5999-8001,深圳,刚刚
高级JAVA软件工程师,北京国科恒通科技股份有限公司,20001-30000,北京-海淀区,刚刚
Java+web研发高级工程师,湖南友道信息技术有限公司,8000-12000,长沙-开福区,刚刚
JAVA软件工程师,福州图创信息技术有限公司,4001-6000,福州,刚刚
高级java开发工程师,深圳市博雅成信金融服务有限公司,15000-25000,成都-高新区,刚刚
高级JAVA开发工程师,北京陆融通达科技有限责任公司,15000-25000,北京,刚刚
JAVA开发工程师,智联招聘,面议,北京,刚刚
资深JAVA工程师,普元信息技术股份有限公司,15001-20000,北京-丰台区,刚刚
JAVA开发,常州摩本智能科技有限公司,7000-10000,常州,置顶
Java高级工程师,河南乐醒网络科技有限公司,20001-30000,郑州,置顶
JAVA 开发员/Java Developer,慕软信息系统(上海)有限公司,6000-10000,沈阳,置顶
赴日IT软件开发,网站开发,JAVA/PHP程序员,系统开发,青岛城阳知行出国人员培训学校,10001-15000,沈阳,刚刚
Java方向 软件开发 软件测试实习生,天津东软睿道教育信息技术有限公司,4500-6000,天津,刚刚
Java+大数据开发工程师,天津东软睿道教育信息技术有限公司,5000-8000,天津,刚刚
Java软件开发工程师,广州中卓信息技术有限公司,4001-6000,广州,刚刚
【东软】Java软件开发人才储备,大连东软睿道教育信息服务有限公司,6001-8000,大连,刚刚
IT学徒（JAVA、web前端、PHP、测试，可零基础培养）,南京东软睿道信息技术有限公司,4001-6000,南京,刚刚
Java高级项目经理,江苏物合智联科技有限公司,10001-15000,淮安,刚刚
初级JAVA开发工程师,福建顶点软件股份有限公司,6000-10000,福州,刚刚
【东软集团】java,大数据，Android，H5,C方向实训生,大连东软软件人才培训中心,4001-6000,大连,刚刚
java中级软件开发工程师,北京中科领航科技有限公司,8000-15000,苏州,刚刚
Java教师 Java讲师,西安软件服务外包学院,10001-15000,西安-高新技术产业开发区,刚刚
零基础Java实习生（初级基础岗）,沈阳尚软科技有限公司,4001-6000,沈阳,刚刚
急聘java零基础开发实习生（企业直招）,博创华宇(北京)科技有限公司郑州分公司,4500-8000,郑州,刚刚
高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
java初级工程师,北京华育网科技发展有限公司广州办事处,6000-8000,广州-天河区,刚刚
JAVA软件工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级Java程序员,湖南指环掌柜信息科技有限公司,8001-10000,长沙-岳麓区,刚刚
java软件开发/软件测试实习工程师,西安国研软件科技有限公司,4000-8000,西安,刚刚
高级JAVA软件工程师,上海津腾软件科技有限公司,10001-15000,上海,刚刚
Java高级软件工程师,北京数梦田园科技有限责任公司,8000-15000,长沙,刚刚
Java软件工程师,北京数梦田园科技有限责任公司,5000-10000,长沙,刚刚
java开发设计师助理【实习生/零基础】五险+食宿,郑州明阳计算机科技有限公司,4001-6000,郑州,刚刚
资深JAVA工程师/架构师-后市场(J170526058),北京嘀嘀无限科技发展有限公司,25000-35000,北京,刚刚
JAVA开发工程师,北京托普云数据技术有限公司,6000-10000,北京-东城区,刚刚
JAVA高级工程师,上海要客投资管理有限公司,13000-25000,上海,刚刚
Java开发工程师,北京乐可威信息技术有限公司,12000-18000,北京-石景山区,刚刚
初级java开发工程师/ 实习/应届毕业生（双休、住宿）,河南云和数据信息技术有限公司深圳分公司,4001-6000,深圳,刚刚
java开发实习生(免费提供住宿),云软互联(北京)科技有限公司,6000-10000,北京-朝阳区,刚刚
JAVA软件工程师/游戏测试/6K起薪/可接受实习生,成都天时利教育科技有限公司,6001-8000,成都,刚刚
JAVA软件开发工程师(实习生 岗位 校园招聘）,北京合力君软件科技有限公司杭州分公司,6001-8000,杭州,刚刚
java实习生定岗+包住,云汇高科（北京）科技有限公司,6001-8000,北京-宣武区,刚刚
Java软件开发/软件工程师/五险一金/接受实习生,成都天时利教育科技有限公司,4001-6000,成都,刚刚
软件开发实习生（JAVA方向）包住,云汇高科（北京）科技有限公司,6001-8000,北京-平谷区,刚刚
Java软件工程师,郑州立信软件科技有限公司,6001-8000,郑州-管城区,刚刚
高薪急聘Java软件开发实习生五险一金包住宿,北京华为云端科技有限公司,6001-8000,上海,刚刚
Java工程师,上海熙济生物科技有限公司,10000-20000,上海-静安区,刚刚
软件开发工程师（JAVA、IOS、android等）,北京恒大创新技术有限公司,6001-8000,杭州,刚刚
高薪IT软件Java实习提供食宿,云全栈(北京)软件技术有限公司,8001-10000,北京-大兴区,刚刚
java 培训讲师,东方瑞通（北京）咨询服务有限公司,20001-30000,北京,刚刚
JAVA高级工程师,北京宏天信业信息技术股份有限公司,20000-30000,北京-石景山区,刚刚
java开发工程师,浙江东宇物流有限公司,6001-8000,金华-义乌市,刚刚
java 高级开发人员,成都高阳信息技术有限公司,10001-15000,成都-高新区,刚刚
高级Java软件工程师,上海津腾软件科技有限公司,10001-15000,北京,刚刚
Java软件开发实习生（应届生可培养,深圳市起航创势科技有限公司,5999-8001,深圳,刚刚
高级JAVA开发工程师,北京陆融通达科技有限责任公司,15000-25000,北京,刚刚
JAVA开发工程师,智联招聘,面议,北京,刚刚
高级JAVA软件工程师,北京国科恒通科技股份有限公司,20001-30000,北京-海淀区,刚刚
Java+web研发高级工程师,湖南友道信息技术有限公司,8000-12000,长沙-开福区,刚刚
JAVA软件工程师,福州图创信息技术有限公司,4001-6000,福州,刚刚
高级java开发工程师,深圳市博雅成信金融服务有限公司,15000-25000,成都-高新区,刚刚
资深JAVA工程师,普元信息技术股份有限公司,15001-20000,北京-丰台区,刚刚
JAVA 开发员/Java Developer,慕软信息系统(上海)有限公司,6000-10000,沈阳,置顶
Java高级工程师,河南乐醒网络科技有限公司,20001-30000,郑州,置顶
JAVA开发,常州摩本智能科技有限公司,7000-10000,常州,置顶
赴日IT软件开发,网站开发,JAVA/PHP程序员,系统开发,青岛城阳知行出国人员培训学校,10001-15000,沈阳,刚刚
Java方向 软件开发 软件测试实习生,天津东软睿道教育信息技术有限公司,4500-6000,天津,刚刚
Java+大数据开发工程师,天津东软睿道教育信息技术有限公司,5000-8000,天津,刚刚
Java软件开发工程师,广州中卓信息技术有限公司,4001-6000,广州,刚刚
【东软】Java软件开发人才储备,大连东软睿道教育信息服务有限公司,6001-8000,大连,刚刚
IT学徒（JAVA、web前端、PHP、测试，可零基础培养）,南京东软睿道信息技术有限公司,4001-6000,南京,刚刚
【东软集团】java,大数据，Android，H5,C方向实训生,大连东软软件人才培训中心,4001-6000,大连,刚刚
java中级软件开发工程师,北京中科领航科技有限公司,8000-15000,苏州,刚刚
Java教师 Java讲师,西安软件服务外包学院,10001-15000,西安-高新技术产业开发区,刚刚
Java高级项目经理,江苏物合智联科技有限公司,10001-15000,淮安,刚刚
初级JAVA开发工程师,福建顶点软件股份有限公司,6000-10000,福州,刚刚
零基础Java实习生（初级基础岗）,沈阳尚软科技有限公司,4001-6000,沈阳,刚刚
急聘java零基础开发实习生（企业直招）,博创华宇(北京)科技有限公司郑州分公司,4500-8000,郑州,刚刚
高级JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java助教,河北鉴宇科技有限公司,2001-4000,石家庄,刚刚
JAVA工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
JAVA系统架构师,西安翔迅科技有限责任公司,10000-15000,西安,刚刚
互联网金融JAVA开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
高级java开发工程师,上海津腾软件科技有限公司,15001-20000,上海-浦东新区,刚刚
Java软件开发 食宿补助（招转行IT计算机者）,沈阳尚软科技有限公司,2001-4000,沈阳,刚刚
